name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Eesti,2021-05-01T00:00:00,5,1.8,0,70.31,0,0,,0,0,46.8,14.7,280,1009,0,10.4,0,0,0,,Clear,clear-night,"26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-05-01T01:00:00,5,1.5,-1,65.53,0,0,,0,0,39.6,16.4,300,1009,0,10.4,0,0,0,,Clear,clear-night,"26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-05-01T02:00:00,4,0.6,-2.9,60.68,0,0,,0,0,39.6,14.7,310,1010,0,10.4,0,0,0,,Clear,clear-night,"26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-05-01T03:00:00,4,0.9,-1.9,65.35,0,0,,0,0,39.6,12.9,309,1010,0,10.4,0,0,0,,Clear,clear-night,"26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-05-01T04:00:00,3,-0.3,-2,69.94,0,0,,0,0,36,12.9,300,1011,0,10.4,0,0,0,,Clear,clear-night,"26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-05-01T05:00:00,3,0,-2,69.92,0,0,,0,0,36,11.2,290,1011,0,10.4,1,0,0,,Clear,clear-night,"26038099999,EETN,F5447,26029099999,26134099999,26124099999"
Eesti,2021-05-01T06:00:00,3,0,-1,75.19,0,0,,0,0,36,11.1,309,1011,0,10.4,14,0.1,0,,Clear,clear-day,"D8937,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-05-01T07:00:00,3,0,-0.9,75.22,0,0,,0,0,36,11.2,309,1012,0,10.4,77,0.3,1,,Clear,clear-day,"D8937,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-05-01T08:00:00,4,0.1,-0.9,70.1,0,0,,0,0,32.4,18.2,280,1012,0,10.4,228,0.8,2,,Clear,clear-day,"D8937,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-05-01T09:00:00,5,1.3,-1,65.25,0,0,,0,0,,18.3,270,1013,0,10.4,378,1.4,4,,Clear,clear-day,"D8937,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-05-01T10:00:00,7,3.4,-3.9,45.78,0,0,,0,0,31.2,22.3,270,1012.1,14.8,10.5,525,1.9,5,,Clear,clear-day,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-05-01T11:00:00,8,4.5,-1,53.15,0,0,,0,0,34.3,23.9,270,1013,29.3,10.5,524,1.9,5,,Partially cloudy,partly-cloudy-day,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-05-01T12:00:00,8,4.3,-2,49.43,0,0,,0,0,34.3,25.6,270,1013,29.8,10.5,700,2.5,7,,Partially cloudy,partly-cloudy-day,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-05-01T13:00:00,9,5.4,-4.9,37.14,0,0,,0,0,34.3,27.5,279,1013,29.6,10.5,762,2.7,8,,Partially cloudy,partly-cloudy-day,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
