name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Eesti,2021-12-01T00:00:00,-6.9,-14.6,-8.9,85.64,0,0,,0,3,51.2,24,320,984,99.9,10.3,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T01:00:00,-6.9,-14.7,-8.9,85.59,0,0,,0,2.88,43.8,24.2,320,985,100,10.3,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T02:00:00,-6.9,-15.4,-8.9,85.59,0.005,100,snow,0,2.75,58.8,29.4,320,985.1,100,10.3,0,0,0,,"Snow, Overcast",snow,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T03:00:00,-5.9,-13.7,-8,85.67,0,0,,0,2.63,61.9,26,320,986,100,10.2,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T04:00:00,-5.9,-14.1,-8,85.63,0,0,,0,2.5,49.6,29.4,330,986.1,100,7.4,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T05:00:00,-5,-12.8,-7.9,79.49,0.002,100,snow,0,2.38,61.3,29.3,330,987,100,10.4,0,0,0,,"Snow, Overcast",snow,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T06:00:00,-4,-11.6,-8,73.8,0,0,,0,2.25,52.6,29.4,320,987.1,100,9.5,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T07:00:00,-4,-11.1,-7,79.47,0,0,,0,2.13,58.3,25.8,330,988,99.9,10.5,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T08:00:00,-3,-9.9,-7,73.95,0.002,100,snow,0,2,57.7,26.5,338,988.1,99.9,10.5,0,0,0,,"Snow, Overcast",snow,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T09:00:00,-3,-10,-7.9,68.62,0,0,,0,2,51.6,27.4,329,989,99.9,10.3,5,0,0,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T10:00:00,-3,-9.8,-7,73.86,0,0,,0,2,47.4,25.7,310,989.1,99.8,10.4,12,0,0,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T11:00:00,-3,-8.7,-7.9,68.56,0,0,,0,2,45.5,18.3,319,990,99.9,10.4,28,0.1,0,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T12:00:00,-3,-9.3,-7,73.87,0,0,,0,2,42.9,22.2,300,990.1,99.7,10.5,44,0.2,0,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T13:00:00,-3.9,-9.6,-8,73.62,0,0,,0,2,48.6,16.6,300,991,99.9,10.5,37,0.1,0,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T14:00:00,-3.9,-10.3,-8,73.54,0,0,,0,2,48.6,20.4,291,991,89.3,10.5,28,0.1,0,,Partially cloudy,partly-cloudy-day,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T15:00:00,-4,-9.6,-7,79.28,0,0,,0,2,48.6,16.5,310,992,88.6,10.5,18,0.1,0,,Partially cloudy,partly-cloudy-day,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T16:00:00,-4,-9.9,-8,73.64,0,0,,0,2,44.2,18.2,291,992,49.5,10.5,7,0,0,,Partially cloudy,partly-cloudy-night,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T17:00:00,-4,-9.6,-8,73.83,0,0,,0,2,45.7,16.4,329,993,28.5,10.5,0,0,0,,Partially cloudy,partly-cloudy-night,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T18:00:00,-3.1,-7.7,-10,58.96,0,0,,0,2,46.8,12.9,339,993,0,10.4,0,0,0,,Clear,clear-night,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T19:00:00,-4.1,-7.4,-8,73.9,0,0,,0,2,43.2,7.7,360,993,0,10.5,0,0,0,,Clear,clear-night,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T20:00:00,-4.1,-8.5,-8,73.92,0,0,,0,2,39.6,11.2,360,993,28.5,10.5,0,0,0,,Partially cloudy,partly-cloudy-night,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T21:00:00,-4.1,-6.4,-8,73.83,0,0,,0,2,36,5.5,10,993,28.5,10.5,0,0,0,,Partially cloudy,partly-cloudy-night,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T22:00:00,-7,-7,-8.1,92.18,0,0,,0,2,32.4,3.7,303,993,28.6,10.5,0,0,0,,Partially cloudy,partly-cloudy-night,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-01T23:00:00,-9,-9,-10,92.16,0,0,,0,2,,3.6,140,993,29.1,10.4,0,0,0,,Partially cloudy,partly-cloudy-night,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T00:00:00,-9.9,-9.9,-11,92.11,0,0,,0,2,,3.7,102,993,50.3,10.4,0,0,0,,Partially cloudy,partly-cloudy-night,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T01:00:00,-10.9,-10.9,-12,92.1,0,0,,0,2,,0.2,12,993,29.2,10.4,0,0,0,,Partially cloudy,partly-cloudy-night,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T02:00:00,-10.9,-10.9,-12,92.02,0,0,,0,2,,1.9,130,993,29.9,10.5,0,0,0,,Partially cloudy,partly-cloudy-night,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T03:00:00,-10.9,-10.9,-11.9,92.05,0,0,,0,2,,3.7,149,993,29.8,10.5,0,0,0,,Partially cloudy,partly-cloudy-night,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T04:00:00,-10.9,-15.3,-11.9,92.05,0,0,,0,2,,7.6,110,993,90,10.5,0,0,0,,Partially cloudy,partly-cloudy-night,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T05:00:00,-10.9,-15.3,-11.9,92.04,0,0,,0,2,,7.7,110,992,97.5,10.5,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T06:00:00,-10.9,-16.7,-11.9,92.04,0,0,,0,2,32.4,11.2,90,992,90,10.5,0,0,0,,Partially cloudy,partly-cloudy-night,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T07:00:00,-9.9,-15.5,-11.9,85.24,0,0,,0,2,32.4,11.2,110,991,92.3,10.5,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T08:00:00,-9.9,-16.1,-11.9,85.31,0,0,,0,2,34.4,13,90,991,97.7,10.5,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T09:00:00,-9.9,-16.5,-10.9,92.14,0,0,,0,2,37.2,14.7,100,991,94.8,10.5,8,0,0,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T10:00:00,-8.9,-15.7,-10.9,85.28,0,0,,0,2,43.5,16.6,90,991,95.2,10.5,25,0.1,0,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T11:00:00,-7.9,-15.3,-9.9,85.38,0,0,,0,2,38.8,20.5,90,991,92.5,10.5,37,0.1,0,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T12:00:00,-5.9,-13.4,-8,85.63,0,0,,0,2,38.8,24,90,990,97.7,10.5,55,0.2,1,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T13:00:00,-5.9,-13.4,-8.9,79.36,0,0,,0,2,41.6,24,80,990,90,10.5,86,0.3,1,,Partially cloudy,partly-cloudy-day,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T14:00:00,-5.9,-12.8,-8.9,79.25,0,0,,0,2,45.4,20.6,60,990,90,10.4,42,0.2,0,,Partially cloudy,partly-cloudy-day,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T15:00:00,-5.9,-13.1,-8.9,79.32,0,0,,0,2,45,22.4,80,989,90,10.5,20,0.1,0,,Partially cloudy,partly-cloudy-day,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T16:00:00,-5,-12.1,-8.9,73.62,0,0,,0,2,44.5,24,80,989,97.7,10.5,5,0,0,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T17:00:00,-5,-12.1,-8.9,73.7,0,0,,0,2,44.5,24.2,80,990,100,10.3,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T18:00:00,-4.9,-12.1,-7.9,79.5,0,0,,0,2,44.9,24.1,79,990,100,10.3,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T19:00:00,-4.9,-12.4,-7.9,79.46,0.001,100,snow,0,2,46.6,25.9,79,990,95.2,10.3,0,0,0,,"Snow, Overcast",snow,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T20:00:00,-4,-10.9,-7,79.63,0,0,,0,2,47.6,24.1,80,991,95.2,10.4,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T21:00:00,-4,-10.8,-7,79.6,0,0,,0,2,47.6,24,80,991,97.5,10.5,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T22:00:00,-4,-11.5,-7,79.55,0,0,,0,2,43.9,29.3,80,991,95.2,10.4,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-02T23:00:00,-4,-10.8,-7,79.56,0,0,,0,2,42.1,24,80,991,95.2,10.5,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-03T00:00:00,-4,-10.8,-7,79.55,0,0,,0,2,40.5,24,79,991,92.5,10.5,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-03T01:00:00,-3.9,-10.3,-7,79.51,0,0,,0,2,44.7,20.6,79,991,90,10.5,0,0,0,,Partially cloudy,partly-cloudy-night,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-03T02:00:00,-3.9,-10.3,-7,79.46,0,0,,0,2,45.2,20.6,79,992,97.7,10.5,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-12-03T03:00:00,-3.9,-10.6,-7,79.51,0.002,100,snow,0,2,51.8,22.5,80,992,95.2,10.5,0,0,0,,"Snow, Overcast",snow,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
