name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Eesti,2021-10-01T00:00:00,8,5.6,5,81.39,0,0,,0,0,29.6,14.7,140,1027,92.5,10.5,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T01:00:00,8,5.5,5,81.42,0,0,,0,0,32.4,14.7,150,1027,92.5,10.4,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T02:00:00,8,6.1,5.1,81.52,0,0,,0,0,28.8,11.1,140,1027,100,10.3,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T03:00:00,8,5.8,5.1,81.58,0,0,,0,0,28.8,12.9,140,1027,99.9,10.3,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T04:00:00,8,6.1,5.1,81.65,0,0,,0,0,,11.2,140,1027,100,10.3,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T05:00:00,7,4.6,6,93.39,0.101,100,rain,0,0,,12.9,140,1026,99.9,7.2,0,0,0,,"Rain, Overcast",rain,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T06:00:00,7,4.6,6.1,93.44,0,0,,0,0,,12.9,140,1026,100,9,0,0,0,,Overcast,cloudy,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T07:00:00,7.1,4.6,6.1,93.42,0.002,100,rain,0,0,28.8,12.9,140,1026,100,7.2,0,0,0,,"Rain, Overcast",rain,"26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T08:00:00,7.1,4.6,6.1,93.43,0.203,100,rain,0,0,28.8,12.9,150,1026,89.7,8.1,12,0,0,,"Rain, Partially cloudy",rain,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T09:00:00,7.1,4.6,7.1,99.92,0,0,,0,0,32.4,12.9,160,1026,100,8,19,0.1,0,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T10:00:00,8.1,6.1,7.1,93.5,0,0,,0,0,32.4,11.1,170,1027,100,8,42,0.2,0,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T11:00:00,8.1,6.1,8.1,99.86,0,0,,0,0,32.4,11.1,170,1027,100,7.2,126,0.5,1,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T12:00:00,9.1,7.1,8.1,93.42,0,0,,0,0,,12.9,199,1027,100,8.2,90,0.3,1,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T13:00:00,10.1,10.1,9,93.38,0,0,,0,0,,12.8,189,1028,100,9.3,142,0.5,1,,Overcast,cloudy,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T14:00:00,10.1,10.1,9,93.27,0,0,,0,0,,14.6,199,1028,89.6,10.4,202,0.7,2,,Partially cloudy,partly-cloudy-day,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T15:00:00,12,12,9,81.89,0,0,,0,0,,12.8,170,1028,89.5,10.4,171,0.6,2,,Partially cloudy,partly-cloudy-day,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
Eesti,2021-10-01T16:00:00,12,12,9,81.86,0,0,,0,0,,14.6,150,1028,89.6,10.3,199,0.7,2,,Partially cloudy,partly-cloudy-day,"D8937,26135099999,26038099999,EETN,26029099999,26134099999,26124099999"
