name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
switzerland,2021-11-01T00:00:00,7.4,7.4,6.8,96.22,0,0,,0,0,9.3,3.9,197,1006.7,97,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-11-01T01:00:00,7.4,7.4,7.1,98.37,0,0,,0,0,11.7,0.9,6,1006.4,85.2,,0,0,0,,Partially cloudy,partly-cloudy-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-11-01T02:00:00,7.7,7.7,7.1,96.41,0,0,,0,0,10,1.4,316,1006.4,98.5,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-11-01T03:00:00,8.7,8.7,8.1,96.58,0.818,100,rain,0,0,7.4,2.3,177,1005.8,100,,0,0,0,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-11-01T04:00:00,9.2,9.2,8.7,96.43,1.335,100,rain,0,0,17.4,2.4,149,1005.8,100,,0,0,0,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-11-01T05:00:00,9.6,9.6,9.3,97.86,1.224,100,rain,0,0,11.3,1.9,108,1005.9,100,,0,0,0,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-11-01T06:00:00,9.5,9.5,9.1,97.18,1.843,100,rain,0,0,13.6,2.4,44,1006.6,100,,0,0,0,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-11-01T07:00:00,9.5,9.5,9.1,96.96,1.695,100,rain,0,0,21.3,2.5,325,1007.2,100,3,0,0,0,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-11-01T08:00:00,9,8.5,7.7,91.53,1.824,100,rain,0,0,21.9,5.4,234,1008.3,100,,11,0,0,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-11-01T09:00:00,8.5,7.5,7.6,94.05,1.251,100,rain,0,0,13.5,7.3,126,1008.9,100,,27,0.1,0,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-11-01T10:00:00,9,7.6,7.4,89.44,0.348,100,rain,0,0,22.9,9.6,126,1008.3,100,,51,0.2,1,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-11-01T11:00:00,9.4,8.4,7.2,85.8,0.048,100,rain,0,0,11.1,7.7,139,1007.7,98.3,,60,0.2,1,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-11-01T12:00:00,9.1,9.1,7.2,88.03,0.004,100,rain,0,0,7.8,3.7,228,1007.6,97.5,,77,0.3,1,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-11-01T13:00:00,9.2,9.2,7.9,91.61,0.171,100,rain,0,0,22.9,4.7,208,1006.9,100,11,107,0.4,1,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
