name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
switzerland,2021-05-01T00:00:00,6.7,5.2,6,95.67,0.081,100,rain,0,0,10.8,7.7,30,1014.1,100,,0,0,0,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-05-01T01:00:00,6.6,4.3,5.7,93.75,0,0,,0,0,10.8,11.6,44,1013.8,100,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-05-01T02:00:00,6.6,5.1,5.7,94.09,0,0,,0,0,13,7.5,26,1013.9,99.9,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-05-01T03:00:00,6.6,5.3,5.7,94.18,0,0,,0,0,15.1,6.6,38,1013.3,99.7,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-05-01T04:00:00,6.5,4.9,5.4,92.44,0,0,,0,0,15.8,8.2,17,1012.9,99.7,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-05-01T05:00:00,6.2,4,5.4,94.7,0,0,,0,0,15.5,10.5,36,1012.4,96.2,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-05-01T06:00:00,6.2,4.2,5.4,94.79,0,0,,0,0,15.5,9.2,24,1011.9,99.9,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-05-01T07:00:00,6.2,5.1,5.4,94.81,0,0,,0,0,15.8,5.9,22,1011.8,100,,9,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-05-01T08:00:00,6.6,4.8,5.5,92.65,0,0,,0,0,17.3,8.6,29,1012,100,1,29,0.1,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-05-01T09:00:00,6.7,5.3,5.9,94.84,0.004,100,rain,0,0,22.7,7.2,11,1011.6,99.7,,51,0.2,1,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-05-01T10:00:00,7.6,6.5,6.4,91.83,0.012,100,rain,0,0,18,6.8,24,1011.3,100,,127,0.5,1,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-05-01T11:00:00,8.1,7,6.6,90.13,0,0,,0,0,18.7,7.4,1,1011.4,100,,194,0.7,2,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-05-01T12:00:00,9,7.5,6.9,86.48,0.012,100,rain,0,0,20.9,9.9,22,1010.9,100,,279,1,3,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-05-01T13:00:00,8.2,5.9,6.6,89.28,0.103,100,rain,0,0,23,13.8,35,1010.7,100,,176,0.6,2,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-05-01T14:00:00,8.1,6,7.1,93.04,1.361,100,rain,0,0,24.1,12.5,35,1010.9,100,,92,0.3,1,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-05-01T15:00:00,7.7,5.1,6.4,91.82,1.776,100,rain,0,0,23.8,14.4,31,1010.8,100,,105,0.4,1,,"Rain, Overcast",rain,"06635099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-05-01T16:00:00,7.7,5.5,6.3,90.74,1.594,100,rain,0,0,24.1,12.1,41,1010.5,100,,119,0.4,1,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-05-01T17:00:00,7.5,5.9,6.2,91.35,1.519,100,rain,0,0,22.7,9.1,31,1010.6,100,,104,0.4,1,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-05-01T18:00:00,7.1,5.7,6.1,93.43,1.544,100,rain,0,0,19.4,7.7,28,1010.6,100,,51,0.2,1,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-05-01T19:00:00,6.7,4.8,5.6,92.81,1.475,100,rain,0,0,15.8,9.6,37,1010.8,100,,42,0.2,0,,"Rain, Overcast",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
