name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
switzerland,2021-10-01T00:00:00,7.5,7.5,6.6,94.32,0,0,,0,0,3.4,1.1,163,1027.2,3.4,,0,0,0,,Clear,clear-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-01T01:00:00,7.4,7.4,6.3,92.95,0,0,,0,0,9.4,0.3,10,1026.8,8.2,,0,0,0,,Clear,clear-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-01T02:00:00,6.6,6.6,5.9,95.1,0,0,,0,0,6.5,0.8,210,1026.9,7.1,,0,0,0,,Clear,clear-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-01T03:00:00,6.3,6.3,5.6,95.67,0,0,,0,0,3.8,1.7,224,1026.6,36.1,,0,0,0,,Partially cloudy,partly-cloudy-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-01T04:00:00,5.7,5.7,5.2,96.77,0,0,,0,0,4.5,2.1,188,1026.1,29.9,,0,0,0,,Partially cloudy,partly-cloudy-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-01T05:00:00,5.2,5.2,4.9,97.58,0,0,,0,0,4,1.7,247,1025.7,9.4,,0,0,0,,Clear,clear-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-01T06:00:00,6,6,5.3,95.28,0,0,,0,0,3.6,1.7,201,1025.1,19.9,,0,0,0,,Clear,clear-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-01T07:00:00,5.6,5.6,5.1,96.69,0,0,,0,0,10.4,0.2,7,1025.1,25.3,,0,0,0,,Partially cloudy,partly-cloudy-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-01T08:00:00,5.2,5.2,4.8,96.62,0,0,,0,0,8.2,2.7,216,1025.2,35,,23,0.1,0,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-01T09:00:00,7.9,7.9,6.7,92.02,0,0,,0,0,6.3,3.5,245,1024.5,33.3,,136,0.5,1,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-01T10:00:00,10.5,10.5,8.3,86.44,0,0,,0,0,5.2,2.7,243,1023.9,44.5,,308,1.1,3,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-01T11:00:00,13,13,8.6,74.99,0,0,,0,0,7.6,3.7,212,1023,32.6,,464,1.7,5,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-01T12:00:00,14.5,14.5,8.5,67.39,0,0,,0,0,9.1,3.9,292,1021.9,24.9,,568,2,6,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-01T13:00:00,16.1,16.1,9,62.95,0,0,,0,0,13,3.8,8,1020.9,15.8,,645,2.3,6,,Clear,clear-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-01T14:00:00,17.4,17.4,9.2,58.63,0,0,,0,0,12.7,6.1,316,1019.8,6.9,,631,2.3,6,,Clear,clear-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-01T15:00:00,18.5,18.5,10.5,59.57,0,0,,0,0,13.6,6,231,1018.7,11.5,,606,2.2,6,,Clear,clear-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-01T16:00:00,19.1,19.1,10.6,57.9,0,0,,0,0,13.7,5.4,272,1018.1,23.6,,402,1.4,4,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-01T17:00:00,19.5,19.5,11.1,58.09,0,0,,0,0,14.9,4.1,281,1017.4,10.3,,39,0.1,0,,Clear,clear-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-01T18:00:00,18.4,18.4,11.5,64.05,0,0,,0,0,9.8,3.7,280,1017.4,25.8,,46,0.2,0,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-01T19:00:00,15.1,15.1,12.3,83.03,0,0,,0,0,7.8,5,36,1018.3,70.7,,20,0.1,0,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-01T20:00:00,14.3,14.3,12.2,87.09,0,0,,0,0,17,1.5,216,1018.6,80,20,0.2,0,0,,Partially cloudy,partly-cloudy-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-01T21:00:00,13.1,13.1,11.7,91.62,0,0,,0,0,4.2,1.9,275,1019,100,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-01T22:00:00,13,13,11.7,92.01,0,0,,0,0,6.1,3.5,194,1019.2,99,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-01T23:00:00,13,13,11.8,92.35,0,0,,0,0,9,4.8,206,1019.3,100,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-02T00:00:00,12.9,12.9,11.3,90.43,0,0,,0,0,5.9,3.6,192,1019.1,100,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-02T01:00:00,12.6,12.6,11,89.97,0,0,,0,0,7.4,3.5,196,1018.9,99.7,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-02T02:00:00,12.2,12.2,11,92.39,0,0,,0,0,9.7,2.1,199,1018.8,99.2,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-02T03:00:00,12,12,10.9,92.39,0,0,,0,0,6.4,2.3,271,1019.1,100,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-02T04:00:00,12.5,12.5,11.3,92.4,0,0,,0,0,6.4,2.1,133,1018.6,100,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-02T05:00:00,12.7,12.7,11.5,92.11,0.095,100,rain,0,0,13.1,5.3,115,1018.1,87.4,,0,0,0,,"Rain, Partially cloudy",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-02T06:00:00,12.8,12.8,10.2,84.18,0.002,100,rain,0,0,12,3.3,170,1017.4,89,,0,0,0,,"Rain, Partially cloudy",rain,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-02T07:00:00,11.6,11.6,10.7,93.96,0,0,,0,0,8,2.9,154,1017.9,100,,0,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-10-02T08:00:00,12.5,12.5,11.1,91.51,0,0,,0,0,15.8,8.8,167,1017.7,50,13,21,0.1,0,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-02T09:00:00,13,13,11.2,88.68,0,0,,0,0,12.4,7.3,155,1017.4,33.7,,82,0.3,1,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-02T10:00:00,15,15,11.4,79.29,0,0,,0,0,8.5,9,137,1016.5,30.6,,275,1,3,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-02T11:00:00,16.9,16.9,11.1,68.33,0,0,,0,0,12.4,3.9,182,1015.9,32.3,,374,1.3,4,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-10-02T12:00:00,18,18,11.9,67.43,0,0,,0,0,15,4.4,223,1015,88.9,,484,1.7,5,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
