name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
switzerland,2021-09-01T00:00:00,12.7,12.7,10.3,85.31,0,0,,0,0,22.3,13.3,33,1023.3,11.4,,0,0,0,,Clear,clear-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-09-01T01:00:00,12.3,12.3,10,85.99,0,0,,0,0,23.4,9.5,39,1023.3,21.7,,0,0,0,,Partially cloudy,partly-cloudy-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-09-01T02:00:00,12.1,12.1,10,86.91,0,0,,0,0,23.4,10.5,39,1023.3,33.8,,0,0,0,,Partially cloudy,partly-cloudy-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-09-01T03:00:00,11.9,11.9,9.9,87.63,0,0,,0,0,22.7,5.3,22,1023.8,42.1,,0,0,0,,Partially cloudy,partly-cloudy-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-09-01T04:00:00,12.6,12.6,10.5,87.39,0,0,,0,0,22,4.3,56,1023.8,36.9,,0,0,0,,Partially cloudy,partly-cloudy-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-09-01T05:00:00,12.1,12.1,10.4,89.37,0,0,,0,0,21.2,8.5,48,1024,39.1,,0,0,0,,Partially cloudy,partly-cloudy-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-09-01T06:00:00,12.1,12.1,10.5,90.01,0,0,,0,0,19.8,6.6,26,1024.3,50,,0,0,0,,Partially cloudy,partly-cloudy-night,"06635099999,06632099999,06638099999,06628099999,06631099999,06636099999"
switzerland,2021-09-01T07:00:00,11.5,11.5,10,90.86,0,0,,0,0,18.4,10.6,24,1024.2,98.5,,7,0,0,,Overcast,cloudy,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-09-01T08:00:00,12,12,10.5,90.65,0,0,,0,0,20.2,10.9,45,1024.4,30,5,42,0.2,0,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-09-01T09:00:00,13.2,13.2,11.2,87.68,0,0,,0,0,24.8,14.2,41,1024.1,66.8,,94,0.3,1,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-09-01T10:00:00,14.5,14.5,11.3,81.2,0,0,,0,0,31,10.1,35,1024.1,44.5,,189,0.7,2,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-09-01T11:00:00,16.5,16.5,11,70.09,0,0,,0,0,33.5,13,27,1023.7,44,,420,1.5,4,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
switzerland,2021-09-01T12:00:00,17.6,17.6,10.1,61.6,0,0,,0,0,34.6,13.6,45,1023.5,78.6,,727,2.6,7,,Partially cloudy,partly-cloudy-day,"06635099999,06632099999,06638099999,06628099999,06631099999,E1213,06636099999"
