name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"alesund, norway",2020-02-01T00:00:00,3.7,3.7,1.6,86.21,0.104,100,rain,0.07,1.24,28.4,0.4,358,978.1,100,8,0,0,0,,"Rain, Overcast",snow,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T01:00:00,3.5,1.6,1.7,87.87,0,0,rain,0.07,1.3,33.1,7.3,45,977,100,10,0,0,0,,Overcast,cloudy,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T02:00:00,3.6,0.5,1.9,88.43,0.626,100,rain,0.07,1.37,38.9,12.5,24,975,100,9,0,0,0,,"Rain, Overcast",snow,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T03:00:00,1.9,-2.2,0,87.11,0,0,"rain,snow",0.07,1.44,23.8,15.9,37,974.1,100,7,0,0,0,,Overcast,cloudy,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T04:00:00,0.7,-3.1,-0.8,89.93,3.225,100,"rain,snow",0.07,1.5,48.2,12.7,41,974,100,3,0,0,0,,"Snow, Rain, Overcast",snow,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T05:00:00,0.3,-2.7,-0.8,91.71,0.431,100,"rain,snow",0.07,1.57,44.3,9.2,11,974,100,4,0,0,0,,"Snow, Rain, Overcast",snow,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T06:00:00,0.6,-1.8,-0.6,91.72,3.016,100,"rain,snow",0.07,1.63,45.4,7.4,302,974.9,100,10,0,0,0,,"Snow, Rain, Overcast",snow,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T07:00:00,0.5,-1.2,-0.6,92.31,0,0,"rain,snow",0.07,1.7,30.7,5.4,238,975,100,10,0,0,0,,Overcast,cloudy,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T08:00:00,0.7,-1.7,-0.5,91.72,1,100,"rain,snow",0.07,1.77,18.4,7.4,192,975.1,60.2,10,0,0,0,,"Snow, Rain, Partially cloudy",snow,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T09:00:00,1,-2.3,-0.2,91.8,0.609,100,"rain,snow",1.7,1.72,15.5,10.7,229,975.1,89.1,10,0,0,0,,"Snow, Rain, Partially cloudy",snow,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T10:00:00,1.1,-1.7,0,91.82,1.378,100,"rain,snow",2,1.67,16.6,9,207,976.1,60.2,10,9,0,0,,"Snow, Rain, Partially cloudy",snow,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T11:00:00,1.4,-1.4,0.2,91.84,1.365,100,"rain,snow",1.8,1.63,20.5,9,175,976.1,60.2,10,16,0.1,0,,"Snow, Rain, Partially cloudy",snow,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T12:00:00,1.8,-1.5,0.4,90.72,0.904,100,"rain,snow",1.5,1.58,22.7,11.1,172,976.2,60.2,10,28,0.1,0,,"Snow, Rain, Partially cloudy",snow,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T13:00:00,2.2,-0.8,0.7,89.58,1.304,100,rain,0.3,1.53,19.6,10.6,158,977.1,60.2,10,45,0.2,0,,"Rain, Partially cloudy",snow,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T14:00:00,2.2,-0.4,0.7,89.58,2.896,100,rain,0.1,1.49,25.6,9,185,977.2,60.2,10,44,0.2,0,,"Rain, Partially cloudy",snow,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T15:00:00,2.5,-1.3,0.6,87.37,1.478,100,rain,0.1,1.44,25.9,14.6,231,978.2,38.5,10,48,0.2,0,,"Rain, Partially cloudy",snow,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T16:00:00,2.8,-1,-0.2,80.15,0.387,100,rain,0,1.39,27.7,15.6,214,978.3,50,10,33,0.1,0,,"Rain, Partially cloudy",rain,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T17:00:00,3.4,-1.2,-0.4,76.1,0,0,rain,0.1,1.34,29.5,22.1,249,979.2,71.6,7,9,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T18:00:00,2.5,-2.7,0.6,87.24,0,0,rain,0.1,1.3,29.5,25.3,240,980.2,60.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T19:00:00,2.4,-2.2,0.8,88.96,0,0,rain,0.1,1.25,16.3,20.1,228,981.2,60.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T20:00:00,2.7,1.3,0.7,86.73,0.156,100,rain,0,1.2,31,5.2,122,981.3,60.2,10,0,0,0,,"Rain, Partially cloudy",rain,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T21:00:00,4.1,-1.1,0.7,78.31,0.452,100,rain,0,1.16,32,30.2,301,982.3,60.2,10,0,0,0,,"Rain, Partially cloudy",rain,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T22:00:00,2.9,-0.9,0.2,82.37,0.896,100,rain,0,1.11,33.8,15.6,302,983.3,38.5,10,0,0,0,,"Rain, Partially cloudy",rain,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-01T23:00:00,4.8,1.1,0.1,72,1,100,rain,0,1.06,36.7,17.4,277,984.3,71.6,10,0,0,0,,"Rain, Partially cloudy",rain,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-02T00:00:00,5.1,0.6,-0.1,69.31,2,100,rain,0,1.02,38.5,25.9,284,985.3,38.5,10,0,0,0,,"Rain, Partially cloudy",rain,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-02T01:00:00,4.9,0,0.6,73.42,0,0,,0,0.97,25,29.8,309,986.3,60.2,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
"alesund, norway",2020-02-02T02:00:00,4.6,0,0.1,72.84,0.648,100,rain,0,0.92,40,25.2,276,987.3,50,10,0,0,0,,"Rain, Partially cloudy",rain,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
