name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
alesund norway,2020-11-01T00:00:00,15,15,2,41.48,0,0,,0,0.1,29.4,25.9,140,992.2,100,10,0,0,0,,Overcast,cloudy,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T01:00:00,14,14,3.9,50.67,0,0,,0,0,32.4,24.2,159,994.5,27.7,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T02:00:00,15,15,4,47.61,0,0,,0,0.1,30,16.7,189,991.2,100,10,0,0,0,,Overcast,cloudy,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T03:00:00,14,14,5,54.52,0,0,,0,0.1,25.9,25.8,208,991.2,89.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T04:00:00,13,13,4.9,58.05,0,0,,0,0,30.2,31.4,198,993.1,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T05:00:00,13,13,4,54.16,0,0,,0,0,25,29.3,198,993.1,89.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T06:00:00,12,12,4.9,61.8,0,0,,0,0,20.1,23.9,208,994.1,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T07:00:00,12,12,3.9,57.6,0,0,,0,0,30.2,22.2,200,993.1,27.7,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T08:00:00,12,12,3.9,57.61,0,0,,0,0,20.6,22.2,199,994.1,27.7,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T09:00:00,12,12,3.9,57.57,0,0,,0,0,43.4,25.7,178,993.1,78.1,10,17,0.1,0,,Partially cloudy,partly-cloudy-day,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-01T10:00:00,13,13,2.9,50.36,0,0,,0,0,22.7,25.7,188,993.1,50,10,48,0.2,0,,Partially cloudy,partly-cloudy-day,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-01T11:00:00,13,13,2.9,50.39,0,0,,0,0,20,20.3,179,992.1,100,10,100,0.4,1,,Overcast,cloudy,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-01T12:00:00,13,13,3.9,53.88,0,0,,0,0,28.5,18.3,209,992.1,50,10,100,0.4,1,,Partially cloudy,partly-cloudy-day,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-01T13:00:00,13,13,1.9,46.98,0,0,,0,0,23.2,16.5,160,991.1,89.1,10,54,0.2,1,,Partially cloudy,partly-cloudy-day,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-01T14:00:00,13,13,1.9,47.01,0,0,,0,0,18.9,14.7,150,989.1,89.1,10,23,0.1,0,,Partially cloudy,partly-cloudy-day,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-01T15:00:00,12.8,12.8,2,47.77,0,0,,0,0,39.7,26.2,173,989.1,50,10,28,0.1,0,,Partially cloudy,partly-cloudy-day,"01210099999,01209099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-01T16:00:00,11,11,3.9,61.68,0,0,,0,0,20.6,11.1,160,987.1,50,10,10,0,0,,Partially cloudy,partly-cloudy-day,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-01T17:00:00,11,11,3,57.53,0,0,,0,0,18.4,18.4,131,985.1,27.7,10,0.5,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T18:00:00,11.1,11.1,2.9,57.01,0,0,,0,0,32,21.6,140,982.2,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,01209099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T19:00:00,12,12,3,53.96,0,0,,0,0,43.7,20.6,159,981.1,99.9,10,0,0,0,,Overcast,cloudy,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T20:00:00,11,11,3.9,61.7,0,0,,0,0,39.1,32.1,144,979.2,89.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,01209099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T21:00:00,12,12,3.9,57.71,0,0,,0,0,31.7,26.5,158,978.3,89.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,01209099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T22:00:00,11,11,4.9,66.16,0,0,,0,0,26.2,34.9,211,979.1,27.7,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-01T23:00:00,10.1,10.1,3.9,65.79,0,0,,0,0,21.8,40.2,218,980.1,89.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-02T00:00:00,10,10,3.9,65.7,0,0,,0,0,19.4,18.3,178,979.1,27.7,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-02T01:00:00,10,10,3.9,65.66,0,0,,0,0,26.2,20.4,189,978.1,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-02T02:00:00,11,11,2,53.68,0,0,,0,0.1,19.7,14.7,179,976.1,50,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-02T03:00:00,11,11,2.9,57.4,0,0,,0,0.1,24.4,18.4,159,975.1,89.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-02T04:00:00,12,12,2.9,53.84,0,0,,0,0,27,25.7,160,973.1,89.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-02T05:00:00,12,12,3.9,57.95,0,0,,0,0,17.2,18.2,180,972.1,89.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-02T06:00:00,10,6.9,4,66.37,0.626,100,rain,0,0,13.2,25.5,150,971.1,50,10,0,0,0,,"Rain, Partially cloudy",rain,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-02T07:00:00,9,5.6,5,76.38,1.4,100,rain,0,0,27,25.4,150,971.1,89.1,10,0,0,0,,"Rain, Partially cloudy",rain,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-02T08:00:00,9.9,7.7,5,71.57,0.904,100,rain,0,0,5.4,16.2,168,971.1,89.1,10,0,0,0,,"Rain, Partially cloudy",rain,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-02T09:00:00,9.9,7.5,5,71.29,0.104,100,rain,0,0,9,18.1,189,971.2,89.1,10,13,0,0,,"Rain, Partially cloudy",rain,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-02T10:00:00,9,5.4,5.9,80.87,0,0,,0,0,18.8,29.2,186,971.2,50,10,17,0.1,0,,Partially cloudy,partly-cloudy-day,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-02T11:00:00,10,10,5.9,75.67,0.104,100,rain,0,0,18.4,33.1,196,972.2,89.1,10,40,0.1,0,,"Rain, Partially cloudy",rain,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-02T12:00:00,10,10,6.9,80.83,0.156,100,rain,0,0,21.5,54.4,226,974.2,89.1,10,98,0.4,1,,"Rain, Partially cloudy",rain,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-02T13:00:00,10,10,6.9,80.8,0,0,,0,0,21.5,49.1,217,976.1,89.1,10,88,0.3,1,,Partially cloudy,wind,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-02T14:00:00,10,10,6.9,80.88,0.104,100,rain,0,0,11.7,41.6,217,978.1,89.1,10,67,0.2,1,,"Rain, Partially cloudy",rain,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-02T15:00:00,10,10,6.9,80.99,0.156,100,rain,0,0,10,43.7,227,980.1,89.1,10,22,0.1,0,,"Rain, Partially cloudy",rain,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-02T16:00:00,9,4.7,6.8,86.09,0.156,100,rain,0,0.1,57.2,40.3,241,982.2,89.1,10,12,0,0,,"Rain, Partially cloudy",rain,"01210099999,01209099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-11-02T17:00:00,9,5.2,6.9,86.81,0.417,100,rain,0,0.1,8.6,31,251,983.1,89.1,10,0.9,0,0,,"Rain, Partially cloudy",rain,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-02T18:00:00,8,4.1,6.9,92.94,0,0,,0,0.1,9.4,28.9,261,985,89.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-11-02T19:00:00,9,5.5,5,76.23,0.104,100,rain,0,0.1,12.2,27.1,259,986.1,89.1,10,0,0,0,,"Rain, Partially cloudy",rain,"01210099999,ENAL,01218099999,01321099999"
