name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
alesund norway,2020-06-01T00:00:00,12.8,12.8,6.3,64.75,0,0,,0,0,6.1,0.1,5,1030.1,0,10,0,0,0,,Clear,clear-night,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
alesund norway,2020-06-01T01:00:00,13.7,13.7,7,64.17,0,0,,0,0,6.5,5.4,167,1030.1,0,10,0,0,0,,Clear,clear-night,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
alesund norway,2020-06-01T02:00:00,13.3,13.3,7.3,67,0,0,,0,0,14.9,8.9,165,1030.1,0,10,0,0,0,,Clear,clear-night,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
alesund norway,2020-06-01T03:00:00,12.7,12.7,7.3,69.82,0,0,,0,0.1,6.8,7.5,248,1030.1,0,10,0,0,0,,Clear,clear-night,"01210099999,01209099999,ENAL,01218099999,01224099999,01321099999"
alesund norway,2020-06-01T04:00:00,11.9,11.9,6.9,71.87,0,0,,0,0.1,9.4,9.2,240,1029.2,0,10,9,0,0,,Clear,clear-day,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
alesund norway,2020-06-01T05:00:00,11.9,11.9,7.2,73.2,0,0,,0,0.1,11.2,9,213,1029.2,0,10,22,0.1,0,,Clear,clear-day,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
alesund norway,2020-06-01T06:00:00,12.9,12.9,7.8,71.17,0,0,,0,0.1,12.6,5.2,171,1029.1,0,10,71,0.3,1,,Clear,clear-day,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
alesund norway,2020-06-01T07:00:00,13.7,13.7,8.4,70.44,0,0,,0,0.1,13.3,7.5,159,1029.1,100,10,192,0.7,2,,Overcast,cloudy,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
alesund norway,2020-06-01T08:00:00,14.7,14.7,7.9,64.04,0,0,,0,0.1,28,12.3,288,1029.1,99.9,10,264,1,3,,Overcast,cloudy,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
alesund norway,2020-06-01T09:00:00,17,17,8.1,55.75,0,0,,0,0.1,12.6,11.1,162,1029.1,100,10,389,1.4,4,,Overcast,cloudy,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
alesund norway,2020-06-01T10:00:00,18.9,18.9,7.5,47.56,0,0,,0,0.1,10.8,9.1,151,1029,100,10,559,2,6,,Overcast,cloudy,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
alesund norway,2020-06-01T11:00:00,18.6,18.6,8.2,50.83,0,0,,0,0.1,9,7.4,144,1029,99.2,10,510,1.8,5,,Overcast,cloudy,"01210099999,01209099999,ENAL,E1600,01218099999,01224099999,01321099999"
