name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
alesund norway,2020-08-01T00:00:00,15,15,14,93.56,0,0,,0,0,12.6,9.2,79,1016,65.6,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-08-01T01:00:00,15,15,14,93.56,0,0,,0,0,12.6,9.3,90,1016,100,10,0,0,0,,Overcast,cloudy,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-08-01T02:00:00,14.9,14.9,13.9,93.75,0,0,,0,0,10,5.3,79,1015.2,0,10,0,0,0,,Clear,clear-night,"01210099999,01209099999,ENAL,01218099999,01321099999"
alesund norway,2020-08-01T03:00:00,15,15,14,93.67,0,0,,0,0,11.2,11.1,150,1015.1,27.7,10,0,0,0,,Partially cloudy,partly-cloudy-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-08-01T04:00:00,14.9,14.9,13.9,93.72,0,0,,0,0,11.9,16.2,160,1015,0,10,0,0,0,,Clear,clear-night,"01210099999,ENAL,01218099999,01321099999"
alesund norway,2020-08-01T05:00:00,14.7,14.7,13.7,93.89,0,0,,0,0,11.9,15.6,165,1014.2,27.7,10,0,0,0,,Partially cloudy,partly-cloudy-day,"01210099999,01209099999,ENAL,01218099999,01321099999"
alesund norway,2020-08-01T06:00:00,14.9,14.9,13.9,93.73,0,0,,0,0,11.9,10.9,130,1014.1,0,10,20,0.1,0,,Clear,clear-day,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-08-01T07:00:00,15.9,15.9,13.9,88.01,0,0,,0,0,11.9,14.5,159,1014,0,10,88,0.3,1,,Clear,clear-day,"01210099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-08-01T08:00:00,17.9,17.9,14.9,82.58,0,0,,0,0,14.1,10.6,127,1013.1,0,10,224,0.8,2,,Clear,clear-day,"01210099999,01209099999,ENAL,E1600,01218099999,01321099999"
alesund norway,2020-08-01T09:00:00,19,19,15,77.62,0,0,,0,0,11.5,14.5,140,1013,0,10,343,1.2,3,,Clear,clear-day,"01210099999,ENAL,E1600,01218099999,01321099999"
